Ranking,Nome,Categoria,Lançamento,Pontuação G3D,Pontuação G2D,Preço,Interface,Tdp,Clock GPU (MHz),Clock Memória (MHz),Tamanho Memória
1628,GeForce GT 140,Desktop,May 2009,658,225,NA,PCIe 2.0 x16,105,650 MHz,650 MHz,1024 MB
1627,GeForce GT 530,Desktop,Jun 2011,658,239,$49.00*,PCIe 2.0 x16,50,700 MHz,700 MHz,2048 MB
Insufficient data,GRID RTX6000-2Q,Desktop,Dec 2024,656,89,NA,NA,NA,NA,NA,NA
1629,GeForce 810A,Unknown,Dec 2014,655,277,NA,NA,NA,NA,NA,NA
1630,Radeon HD 7640G + 8750M Dual,Mobile,Nov 2013,655,305,NA,NA,NA,NA,NA,NA
1631,Radeon HD 8550G + HD 8600/8700M Dual,Mobile,Aug 2015,655,170,NA,NA,NA,NA,NA,NA
1632,Radeon HD 8650G + 8570M Dual,Mobile,Nov 2013,654,282,NA,NA,NA,NA,NA,NA
1633,Intel HD 4600 manual-gen9_2015-134121,Desktop,Jul 2024,653,365,NA,NA,NA,NA,NA,NA
1635,Radeon HD 8650G + HD 8750M Dual,Mobile,May 2014,652,233,NA,NA,NA,NA,NA,NA
1634,"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",Unknown,Sep 2020,652,162,NA,NA,NA,NA,NA,NA
1637,GRID K1,Workstation,Aug 2013,651,259,$349.00,NA,NA,NA,NA,NA
1636,Radeon HD 7520G + HD 8750M Dual,Mobile,Jul 2015,651,289,NA,NA,NA,NA,NA,NA
1638,SUMO 9640,Unknown,Oct 2011,650,398,NA,NA,NA,NA,NA,NA
1639,Radeon R5 M430,Unknown,Aug 2016,649,516,NA,NA,NA,NA,NA,NA
1641,FireStream 9170,Unknown,Nov 2015,647,493,NA,NA,NA,NA,NA,NA
1642,Radeon HD 6670 + 6670 Dual,Unknown,Jan 2013,647,552,NA,NA,NA,NA,NA,NA
1640,Radeon R8 M365DX,Unknown,Jun 2019,647,199,NA,NA,NA,NA,NA,NA
1643,GeForce GT 555M,Mobile,Mar 2011,646,110,$177.20*,PCIe 2.0 x16,30,"590,650,753 MHz","590,650,753 MHz",1024 MB
1644,Radeon HD 8610G + HD 8500M Dual,Mobile,Aug 2014,646,274,NA,NA,NA,NA,NA,NA
1646,Radeon HD 7640G + 7670M Dual,Mobile,Jun 2012,645,294,NA,NA,NA,NA,NA,NA
1645,Radeon R7 M340,Mobile,Apr 2016,645,150,NA,NA,NA,NA,NA,NA
1648,GeForce 8800 Ultra,Desktop,Apr 2009,643,252,$723.60*,PCIe 1.0 x16,171,612 MHz,612 MHz,768 MB
1647,Radeon HD 7540D + HD 6450 Dual,Unknown,Apr 2014,643,444,NA,NA,NA,NA,NA,NA
1649,Quadro K510M,Workstation,Dec 2013,641,441,NA,PCIe 3.0 x8,30,850 MHz,850 MHz,1024 MB
1650,Radeon R7 A8 PRO-7600B,Unknown,Nov 2014,640,175,NA,NA,NA,NA,NA,NA
1651,Radeon R5 PRO A6-8570E 2C+4G,Unknown,Jan 2017,638,268,NA,NA,NA,NA,NA,NA
1654,Intel HD 515,Unknown,Oct 2015,637,190,NA,NA,NA,NA,NA,NA
1652,Radeon HD 7640G + 7400M Dual,Mobile,Mar 2013,637,286,NA,NA,NA,NA,NA,NA
1653,Radeon HD 8450G + 8750M Dual,Mobile,Oct 2013,637,299,NA,NA,NA,NA,NA,NA
1655,GeForce 9800 S,Unknown,Nov 2012,636,427,NA,NA,NA,NA,NA,NA
1656,Radeon HD 8650G + 8670M Dual,Mobile,Aug 2013,635,355,NA,NA,NA,NA,NA,NA
1658,Radeon HD 7660D + HD 7000 Dual,Unknown,May 2014,634,465,NA,NA,NA,NA,NA,NA
1657,Radeon HD 8650G + HD 7670M Dual,Mobile,Sep 2016,634,305,NA,NA,NA,NA,NA,NA
1659,"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",Unknown,Jan 2021,633,178,NA,NA,NA,NA,NA,NA
1661,Intel HD P4600/P4700,Unknown,Jul 2013,632,357,NA,NA,NA,NA,NA,NA
1660,Radeon HD 7610M,Mobile,Jul 2012,632,479,NA,PCIe 2.1 x16,20,450 MHz,450 MHz,1024 MB
1663,GeForce GTS 360M,Mobile,Jan 2010,631,49,NA,PCIe 2.0 x16,38,550 MHz,550 MHz,1024 MB
1662,Intel HD 4600,Desktop,Mar 2013,631,312,NA,PCIe 1.0 x16,45,400 MHz,400 MHz,0 MB
1664,Radeon HD 7640G + HD 7700M N HD 7700M Dual,Mobile,May 2015,631,272,NA,NA,NA,NA,NA,NA
1665,Radeon HD 7660G + 7470M Dual,Mobile,Aug 2012,631,351,NA,NA,NA,NA,NA,NA
1666,FirePro V3900,Workstation,Mar 2012,630,239,$238.44*,PCIe 2.1 x16,50,650 MHz,650 MHz,1024 MB
1667,Radeon HD 8510G + HD 8500M Dual,Mobile,May 2015,630,191,NA,NA,NA,NA,NA,NA
1668,Radeon R7 PRO A10-9700B,Unknown,Jan 2018,629,182,NA,NA,NA,NA,NA,NA
1669,GRID K160Q,Workstation,Mar 2016,628,262,NA,NA,NA,NA,NA,NA
1670,Radeon HD 2900 PRO,Desktop,Nov 2011,628,397,NA,PCIe 1.0 x16,200,"600,600 MHz","600,600 MHz",1024 MB
1671,Radeon HD 7640G + 7500/7600 Dual,Unknown,Jul 2013,627,293,NA,NA,NA,NA,NA,NA
1672,Radeon HD 8650G + 8500M Dual,Mobile,Oct 2013,627,351,NA,NA,NA,NA,NA,NA
1674,Intel HD 510,Unknown,Oct 2015,624,163,NA,NA,NA,NA,NA,NA
1673,Radeon HD 7520G + HD 8600/8700M Dual,Mobile,Oct 2014,624,291,NA,NA,NA,NA,NA,NA
1675,Radeon HD 7570,Desktop,Aug 2012,621,254,$125.00*,PCIe 2.1 x16,44,650 MHz,650 MHz,1024 MB
1677,GeForce GT 710,Desktop,Jul 2014,620,215,$249.99*,PCIe 2.0 x8,25,823 MHz,823 MHz,2048 MB
1676,Radeon HD 8570 + 8670D Dual,Unknown,Nov 2013,620,496,NA,NA,NA,NA,NA,NA
1678,Radeon HD 8550G + R5 M200 Dual,Unknown,Jul 2015,619,276,NA,NA,NA,NA,NA,NA
1679,Radeon R5 A10-9600P 4C+6G,Unknown,Dec 2016,619,146,NA,NA,NA,NA,NA,NA
1680,Radeon HD 8550G + 8600M Dual,Mobile,Aug 2013,618,321,NA,NA,NA,NA,NA,NA
1681,Radeon HD 7500G + 7500M/7600M Dual,Mobile,Sep 2013,617,308,NA,NA,NA,NA,NA,NA
1682,FireGL V7600,Workstation,Sep 2009,616,488,NA,PCIe,NA,600 MHz,600 MHz,512 MB
1683,Radeon R7 A360,Unknown,Mar 2017,616,215,NA,NA,NA,NA,NA,NA
1686,Intel UHD 630,Desktop,Jun 2024,615,166,NA,NA,NA,NA,NA,NA
1685,NVS 5400M,Workstation,Jul 2012,615,185,NA,PCIe 2.0 x16,35,660 MHz,660 MHz,2048 MB
1684,Radeon HD 5600/5700,Unknown,Jan 2011,615,283,NA,NA,NA,NA,NA,NA
1688,GeForce 9800 GX2,Desktop,Apr 2009,613,262,$195.00*,PCIe 2.0 x16,197,600 MHz,600 MHz,2 MB
1687,Radeon HD 8650G + 8600M Dual,Mobile,Oct 2013,613,370,NA,NA,NA,NA,NA,NA
1689,Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,Mobile,May 2015,612,116,NA,NA,NA,NA,NA,NA
1690,7900 MOD - Radeon HD 6520G,Unknown,Dec 2012,610,323,NA,NA,NA,NA,NA,NA
1691,Radeon HD 8610G + 8500M Dual,Mobile,Sep 2013,610,298,NA,NA,NA,NA,NA,NA
1692,Radeon R6,"Desktop, Mobile",Jul 2014,609,134,NA,Integrated,15,533 MHz,533 MHz,0 MB
1693,Radeon HD 7640G + HD 8500M Dual,Mobile,Jul 2014,607,305,NA,NA,NA,NA,NA,NA
1694,Radeon HD 8650G + HD 8600M Dual,Mobile,Sep 2014,606,378,NA,NA,NA,NA,NA,NA
1696,"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",Unknown,Jan 2020,605,271,NA,NA,NA,NA,NA,NA
1695,Radeon R6 M255DX,Unknown,Sep 2019,605,116,NA,NA,NA,NA,NA,NA
1697,Radeon HD 8550G + 8500M Dual,Mobile,Sep 2013,603,304,NA,NA,NA,NA,NA,NA
1698,Radeon HD 8610G + 8670M Dual,Mobile,Jan 2014,600,356,NA,NA,NA,NA,NA,NA
1699,Radeon R7 PRO A12-8800B,Unknown,Dec 2016,599,179,NA,NA,NA,NA,NA,NA
1700,GeForce 910M,Mobile,Aug 2015,598,112,NA,NA,NA,NA,NA,NA
1702,Intel HD 5500,Unknown,Jul 2014,597,227,NA,NA,NA,NA,NA,NA
1701,Matrox C420 LP PCIe x16,Unknown,Apr 2015,597,359,NA,NA,NA,NA,NA,NA
1703,GeForce GT 430,Desktop,Aug 2012,596,207,$139.99*,"PCIe 2.0 x16,PCI",49,700 MHz,700 MHz,1024 MB
1704,Radeon HD 8510G + 8500M Dual,Mobile,Aug 2014,596,260,NA,NA,NA,NA,NA,NA
1705,Radeon R5 M330,Mobile,Aug 2015,596,519,NA,PCIe 3.0 x16,18,NA, MHz,4096 MB
1706,Radeon HD 7640G + 7470M Dual,Mobile,Jun 2012,595,301,NA,NA,NA,NA,NA,NA
1707,Radeon HD 8550G + HD 8600M Dual,Mobile,Dec 2014,594,322,NA,NA,NA,NA,NA,NA
1708,Surface Duo Adreno 640 GPU,Unknown,Aug 2022,592,194,NA,NA,NA,NA,NA,NA
1711,Intel HD 5000,Unknown,Jun 2013,591,221,$625.00*,NA,NA,NA,NA,NA
1709,Radeon HD 7520G + 7600M Dual,Mobile,Jan 2013,591,362,NA,NA,NA,NA,NA,NA
1710,"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",Unknown,Nov 2020,591,135,NA,NA,NA,NA,NA,NA
1712,Radeon R7 M360,Mobile,Sep 2015,590,146,NA,PCIe 3.0 x16,NA,NA, MHz,4096 MB
1713,Radeon HD 7640G + HD 7700M Dual,Mobile,Nov 2015,589,277,NA,NA,NA,NA,NA,NA
1714,Radeon HD 8610G + 8600M Dual,Mobile,Nov 2013,589,320,NA,NA,NA,NA,NA,NA
1715,Radeon HD 7520G + 7610M Dual,Mobile,Aug 2013,588,317,NA,NA,NA,NA,NA,NA
1716,Radeon HD 7660G + 7400M Dual,Mobile,Jan 2013,588,326,NA,NA,NA,NA,NA,NA
1717,Radeon HD 7660G + 8670M Dual,Mobile,Mar 2014,588,333,NA,NA,NA,NA,NA,NA
1719,Radeon HD 3870 X2,Desktop,Nov 2011,587,117,NA,PCIe 2.0 x16,165,"825,825 MHz","825,825 MHz",512 MB
1718,Radeon HD 7640G + HD 8600/8700M Dual,Mobile,Feb 2015,587,298,NA,NA,NA,NA,NA,NA
1720,Radeon R5 A6-8500P,Unknown,Sep 2018,587,190,NA,NA,NA,NA,NA,NA
1721,Radeon HD 7640G + 8500M Dual,Mobile,Feb 2014,586,308,NA,NA,NA,NA,NA,NA
1722,Radeon HD 8650G + HD 8670M Dual,Mobile,Dec 2015,585,320,NA,NA,NA,NA,NA,NA
Insufficient data,XiaoMi 9 Adreno 640 GPU,Desktop,Mar 2025,585,213,NA,NA,NA,NA,NA,NA
1723,GeForce GTX 285M,Mobile,Feb 2010,584,106,NA,PCIe 2.0 x16,75,600 MHz,600 MHz,1024 MB
Insufficient data,Radeon R7 A8-7A8-7600,Unknown,Aug 2023,583,191,NA,NA,NA,NA,NA,NA
1724,Radeon HD 7520G + 7500/7600 Dual,Unknown,Nov 2013,582,379,NA,NA,NA,NA,NA,NA
1725,RadeonT Ryzen 3 3250U,Desktop,Apr 2025,582,226,NA,NA,NA,NA,NA,NA
1726,Radeon Vega 3 Ryzen Embedded R1305G,Unknown,Feb 2023,581,207,NA,NA,NA,NA,NA,NA
Insufficient data,Moore Threads MTT S30,Desktop,Jul 2025,580,529,NA,NA,NA,NA,NA,NA
1727,Radeon R7 PRO A12-8830B,Unknown,Sep 2017,580,174,NA,NA,NA,NA,NA,NA
1728,Radeon HD 8550G + 8670M Dual,Mobile,Aug 2013,579,334,NA,NA,NA,NA,NA,NA
1729,TRINITY DEVASTATOR MOBILE,Unknown,Sep 2016,579,241,NA,NA,NA,NA,NA,NA
1730,Radeon HD 8450G + R5 M230 Dual,Unknown,Dec 2017,578,298,NA,NA,NA,NA,NA,NA
1731,Radeon HD 8610G + HD 8670M Dual,Mobile,Dec 2013,578,282,NA,NA,NA,NA,NA,NA
1733,GeForce 720A,Unknown,Aug 2018,577,253,NA,NA,NA,NA,NA,NA
1735,Intel Skylake HD DT GT2,Unknown,Feb 2015,577,402,NA,NA,NA,NA,NA,NA
1734,Radeon HD 7620G + 8670M Dual,Mobile,Dec 2013,577,322,NA,NA,NA,NA,NA,NA
1736,Radeon HD 7640G + HD 7400M Dual,Mobile,Oct 2014,577,152,NA,NA,NA,NA,NA,NA
1732,"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",Unknown,Oct 2020,577,144,NA,NA,NA,NA,NA,NA
1738,GeForce GTX 280M,Mobile,May 2009,576,153,NA,PCIe 2.0 x16,75,585 MHz,585 MHz,1024 MB
1737,Radeon R5 A240,Unknown,Aug 2016,576,802,NA,NA,NA,NA,NA,NA
1739,Radeon HD 7520G + HD 7700M Dual,Mobile,Nov 2016,575,389,NA,NA,NA,NA,NA,NA
1741,Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,Unknown,Oct 2013,575,386,NA,NA,NA,NA,NA,NA
1740,Radeon R5 420,Unknown,Oct 2017,575,230,$39.95*,NA,NA,NA,NA,NA
1742,GeForce 9800 GTX/9800 GTX+,Unknown,Jun 2009,571,78,$89.99*,NA,NA,NA,NA,NA
1743,Quadro 500M,Workstation,May 2013,571,365,$275.14*,PCIe 2.0 x16,35,700 MHz,700 MHz,1024 MB
1744,Radeon R6 + R7 M265DX Dual,Unknown,Mar 2015,571,328,NA,NA,NA,NA,NA,NA
1746,Radeon HD 7560D + 6450 Dual,Unknown,Jan 2013,569,490,NA,NA,NA,NA,NA,NA
1745,"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",Unknown,Feb 2021,569,143,NA,NA,NA,NA,NA,NA
1747,Radeon HD 7660G + HD 7600M Dual,Mobile,Apr 2014,568,90,NA,NA,NA,NA,NA,NA
1749,GeForce GT 720A,Unknown,Oct 2014,567,207,NA,NA,NA,NA,NA,NA
1748,Radeon HD 8550D,Unknown,Mar 2014,567,226,NA,NA,NA,NA,NA,NA
1752,GeForce GTS 250,Desktop,Aug 2012,565,48,$86.06*,PCIe 2.0 x16,150,738 MHz,738 MHz,1024 MB
1750,Radeon HD 6610M,Mobile,Nov 2012,565,527,NA,NA,NA,NA,NA,NA
1751,Radeon R7E,Unknown,Sep 2018,565,159,NA,NA,NA,NA,NA,NA
1755,Radeon Athlon 300GE,Desktop,Sep 2025,563,216,NA,NA,NA,NA,NA,NA
1754,Radeon Athlon PRO 3045B,Unknown,Feb 2023,563,181,NA,NA,NA,NA,NA,NA
1753,Radeon HD 7560D + R5 235 Dual,Unknown,Jul 2015,563,397,NA,NA,NA,NA,NA,NA
1756,Radeon R5 240,Desktop,Sep 2014,560,195,$51.02,PCIe 3.0 x16,50,730 MHz,730 MHz,2048 MB
1757,Radeon HD 7640G + R5 M200 Dual,Unknown,Jul 2015,559,249,NA,NA,NA,NA,NA,NA
1759,Radeon HD 8550G + HD 8500M Dual,Mobile,Aug 2014,559,301,NA,NA,NA,NA,NA,NA
1758,Radeon R7 M265,Mobile,Nov 2014,559,134,NA,PCIe 3.0 x8,NA,725 MHz,725 MHz,4096 MB
1761,Radeon HD 7640G + 8570M Dual,Mobile,Dec 2013,558,274,NA,NA,NA,NA,NA,NA
1760,Radeon HD 7640G + 8670M Dual,Mobile,Jan 2014,558,316,NA,NA,NA,NA,NA,NA
1762,GeForce 820A,Unknown,May 2015,556,161,NA,NA,NA,NA,NA,NA
1763,GeForce 8800 GTX,Desktop,Aug 2012,556,80,$119.99*,PCIe 1.0 x16,155,575 MHz,575 MHz,768 MB
1764,Radeon HD 7650A,Unknown,Aug 2012,556,283,$262.00*,NA,NA,NA,NA,NA
1765,Quadro FX 3800M,Workstation,Oct 2009,555,33,NA,PCIe 2.0 x16,100,675 MHz,675 MHz,1024 MB
1766,GF117,Unknown,Feb 2015,554,446,NA,NA,NA,NA,NA,NA
1768,GeForce GT 550M,Mobile,Mar 2011,553,116,NA,PCIe 2.0 x16,32,740 MHz,740 MHz,1024 MB
1769,Quadro 1000M,Workstation,Aug 2012,553,197,$54.50*,PCIe 2.0 x16,45,700 MHz,700 MHz,2048 MB
1767,Radeon HD 6570,Desktop,Aug 2012,553,221,$61.99,PCIe 2.1 x16,44,650 MHz,650 MHz,1024 MB
1770,Radeon HD 3870,Desktop,Aug 2012,552,57,$247.49*,"PCIe 2.0 x16,AGP 8x",106,"777,777 MHz","777,777 MHz",1024 MB
1771,Radeon R7 7850A10-7850K,Unknown,Feb 2019,551,506,NA,NA,NA,NA,NA,NA
1773,FireGL V8650,Workstation,Mar 2010,550,637,$298.99*,PCIe,NA,688 MHz,688 MHz,2048 MB
1774,GeForce 8800 GTS 512,Desktop,Aug 2012,550,66,NA,PCIe 2.0 x16,135,650 MHz,650 MHz,512 MB
1772,"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",Unknown,Sep 2020,550,134,NA,NA,NA,NA,NA,NA
1775,Radeon R5 M335,Mobile,Nov 2015,549,577,NA,PCIe 3.0 x6,NA,1070 MHz,1070 MHz,4096 MB
1777,Mobility Radeon HD 3870,Mobile,Dec 2009,548,288,NA,PCIe x16 2.0,NA,660 MHz,660 MHz,512 MB
1776,Radeon HD 8550G + HD 7600M Dual,Mobile,Jul 2015,548,181,NA,NA,NA,NA,NA,NA
1778,FirePro 3D V5700,Workstation,Sep 2009,547,517,$319.99*,PCIe 2.0 x16,58,700 MHz,700 MHz,512 MB
1779,Radeon HD 8550G + HD 8670M Dual,Mobile,Mar 2016,546,315,NA,NA,NA,NA,NA,NA
1782,FirePro 3D V7750,Workstation,Sep 2009,545,468,$350.00*,PCIe 2.0 x16,76,800 MHz,800 MHz,1024 MB
1783,Radeon HD 7520G + HD 7400M Dual,Mobile,Nov 2015,545,315,NA,NA,NA,NA,NA,NA
1780,Radeon HD 8450G + 8600M Dual,Mobile,Dec 2013,545,356,NA,NA,NA,NA,NA,NA
1781,Radeon R6 A10-8700P,Unknown,Dec 2016,545,136,NA,NA,NA,NA,NA,NA
1784,Radeon HD 7600G + HD 8670M Dual,Mobile,Apr 2015,544,241,NA,NA,NA,NA,NA,NA
1785,Radeon R5 M255,Mobile,Dec 2014,544,132,NA,PCIe 3.0 x8,NA,Unknown MHz,Unknown MHz,4096 MB
1786,Quadro FX 2700,Unknown,Apr 2014,543,465,NA,NA,NA,NA,NA,NA
1787,Radeon HD 7520G + 7470M Dual,Mobile,Jan 2013,543,345,NA,NA,NA,NA,NA,NA
1788,Qualcomm Adreno 675 GPU,Unknown,Jul 2022,540,81,NA,NA,NA,NA,NA,NA
1790,GeForce GT 820M,Mobile,Oct 2016,538,143,NA,NA,NA,NA,NA,NA
1789,Radeon R6 PRO A10-8700B 4C+6G,Unknown,Dec 2016,538,146,NA,NA,NA,NA,NA,NA
1791,GeForce GT 435M,Mobile,Aug 2012,536,176,NA,PCIe 2.0 x16,35,650 MHz,650 MHz,2048 MB
1792,GeForce GT 635M,Mobile,Sep 2012,536,171,NA,PCIe 2.0 x16,35,675 MHz,NA,1536 MB
1794,GRID K180Q,Workstation,Apr 2015,534,113,NA,NA,NA,NA,NA,NA
1793,Radeon HD 7560D + HD 7000 Dual,Unknown,Jun 2014,534,423,NA,NA,NA,NA,NA,NA
1795,Radeon 6600M,Mobile,Aug 2012,533,181,NA,NA,NA,NA,NA,NA
1796,Radeon HD 8550G + 8570M Dual,Mobile,Aug 2013,533,307,NA,NA,NA,NA,NA,NA
1798,RADEON HD6530D,Unknown,Aug 2012,532,327,NA,NA,NA,NA,NA,NA
1797,Radeon R6 PRO A8-8600B 4C+6G,Unknown,Dec 2016,532,158,NA,NA,NA,NA,NA,NA
1799,Intel HD 4400,Unknown,Sep 2013,531,272,NA,NA,NA,NA,NA,1700 MB
1800,Radeon R7 M260,Mobile,Nov 2014,530,127,$799.00*,PCIe 3.0 x8,NA,Unknown MHz,Unknown MHz,4096 MB
1801,Radeon HD 8550G + HD 8570M Dual,Mobile,Mar 2016,529,260,NA,NA,NA,NA,NA,NA
1802,Radeon HD 7640G + 6400M Dual,Mobile,Dec 2012,527,279,NA,NA,NA,NA,NA,NA
1803,Radeon Vega 3 3020e,Unknown,Dec 2022,527,170,NA,NA,NA,NA,NA,NA
1804,Radeon HD 7600G N HD 7600G + HD ON HD Dual,Unknown,Dec 2016,526,244,NA,NA,NA,NA,NA,NA
1805,Mobility Radeon HD 5570,Unknown,Nov 2011,525,247,NA,NA,NA,NA,NA,NA
1806,Radeon HD 7660D + R5 235 Dual,Unknown,Feb 2017,524,386,NA,NA,NA,NA,NA,NA
1807,Radeon HD 7520G + 7670M Dual,Mobile,May 2012,523,323,NA,NA,NA,NA,NA,NA
1808,Radeon R5 330,Desktop,May 2017,523,179,$339.99*,PCIe 3.0 x16,30,NA,NA,2048 MB
1810,GeForce GTS 250M,Mobile,Oct 2009,520,37,NA,PCIe 2.0 x16,28,500 MHz,500 MHz,1024 MB
Insufficient data,MCT USB3.0 External Device,Unknown,Apr 2020,520,129,NA,NA,NA,NA,NA,NA
1811,Quadro 600,Workstation,Aug 2012,520,233,$76.00*,PCIe 2.0 x16,40,640 MHz,640 MHz,1024 MB
1812,Radeon HD 8670D,Unknown,Jun 2013,520,180,NA,NA,NA,NA,NA,NA
1809,Radeon HD 8670M,Mobile,Dec 2014,520,488,NA,PCIe 3.0 x8,NA,775 MHz,775 MHz,1024 MB
1813,GeForce GT 630M,Mobile,Oct 2012,519,151,NA,PCIe 2.0 x16,33,"660,800 MHz",NA,2048 MB
1814,Radeon HD 7640G + HD 7670M Dual,Mobile,Aug 2014,519,97,NA,NA,NA,NA,NA,NA
1815,Quadro FX 5600,Unknown,Apr 2009,518,98,$295.00*,NA,NA,NA,NA,NA
1816,IncrediblE HD 4000,Unknown,Jan 2017,517,520,NA,NA,NA,NA,NA,NA
1817,Radeon HD 8690A,Unknown,May 2015,517,127,NA,NA,NA,NA,NA,NA
1818,Intel HD P4000,Unknown,Apr 2012,516,636,NA,NA,NA,NA,NA,NA
1819,GeForce GTS 240,Desktop,Sep 2009,515,91,$64.99*,PCIe 2.0 x16,120,675 MHz,675 MHz,1024 MB
1820,Radeon Vega 3 Athlon Silver 3050e,Unknown,Jan 2023,514,170,NA,NA,NA,NA,NA,NA
1821,Radeon HD 7660D,Desktop,Jun 2012,513,180,NA,UNB/MC,100,"760,800 MHz",NA,NA
1822,Mobility Radeon HD 4830,Mobile,Jan 2012,512,285,NA,PCIe x16 2.0,NA,"400,600 MHz","400,600 MHz",1024 MB
1823,"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",Unknown,Dec 2022,511,140,NA,NA,NA,NA,NA,NA
1824,Radeon HD 7640G + 7610M Dual,Mobile,Oct 2013,510,309,NA,NA,NA,NA,NA,NA
Insufficient data,GRID RTX6000-4Q,Desktop,Jan 2025,509,18,NA,NA,NA,NA,NA,NA
1825,Radeon HD 7600G + HD 7550M Dual,Mobile,Dec 2014,509,202,NA,NA,NA,NA,NA,NA
1826,Radeon HD 7620G + 8600M Dual,Mobile,Nov 2013,509,294,NA,NA,NA,NA,NA,NA
1827,Radeon R5 PRO A6-8500B 2C+4G,Unknown,Apr 2017,508,416,NA,NA,NA,NA,NA,NA
1829,Mobility Radeon HD 5730,Mobile,Jul 2010,507,153,NA,PCIe x16 2.1,26,650 MHz,650 MHz,1024 MB
1828,Radeon HD 7620G + HD 8670M Dual,Mobile,Feb 2014,507,267,NA,NA,NA,NA,NA,NA
1831,Intel HD P4600,Unknown,Jul 2013,506,491,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon RX Vega 10 Athlon 300U,Desktop,Sep 2025,506,186,NA,NA,NA,NA,NA,NA
1830,Radeon Vega 2,Unknown,Sep 2020,506,244,NA,NA,NA,NA,NA,NA
1832,GeForce 615,Unknown,Jan 2013,505,286,NA,NA,NA,NA,NA,NA
1833,GeForce GTS 150M,Mobile,Oct 2014,504,407,NA,PCIe 2.0 x16,NA,400 MHz,400 MHz,1024 MB
1834,Radeon 3020e,Unknown,Dec 2022,504,150,NA,NA,NA,NA,NA,NA
1835,Radeon HD 8450G + HD 8750M Dual,Mobile,Oct 2016,504,323,NA,NA,NA,NA,NA,NA
1836,Radeon R5 M420,Unknown,Nov 2017,500,136,NA,NA,NA,NA,NA,NA
1838,GeForce GT 425M,Mobile,Sep 2010,499,170,NA,PCIe 2.0 x16,23,560 MHz,560 MHz,1024 MB
1837,Radeon HD 8650G,Unknown,May 2013,499,140,NA,NA,NA,NA,NA,NA
1839,Radeon R7 M265DX,Unknown,May 2020,499,138,NA,NA,NA,NA,NA,NA
1841,SUMO 964A,Unknown,Aug 2011,498,403,NA,NA,NA,NA,NA,NA
1840,TRINITY SCRAPPER MOBILE,Unknown,May 2016,498,280,NA,NA,NA,NA,NA,NA
1842,Radeon HD 7500G + 7550M Dual,Mobile,Apr 2013,497,263,NA,NA,NA,NA,NA,NA
1844,ASUS EAH4870x2,Unknown,Apr 2009,496,539,NA,NA,NA,NA,NA,NA
1843,NVS 5200M,Workstation,Sep 2012,496,184,NA,PCIe 2.0 x16,35,625 MHz,625 MHz,1024 MB
1845,Radeon R5 M315,Unknown,Jul 2016,496,143,NA,NA,NA,NA,NA,NA
1846,Radeon HD 7520G + HD 7670M Dual,Mobile,Jan 2016,495,295,NA,NA,NA,NA,NA,NA
1848,GeForce 9800 GTX+,Desktop,Aug 2012,489,75,NA,PCIe 2.0 x16,141,738 MHz,738 MHz,1024 MB
1847,Radeon HD 8670D N HD 8670D + HD 8670D Dual,Unknown,Dec 2013,489,526,NA,NA,NA,NA,NA,NA
1850,GeForce 9800M GS,Mobile,Aug 2012,488,40,NA,PCIe 2.0 x16,60,530 MHz,530 MHz,512 MB
1852,Radeon HD 8550G + R5 M230 Dual,Unknown,Oct 2014,488,211,NA,NA,NA,NA,NA,NA
1849,Radeon R5 M240,Unknown,Aug 2015,488,139,NA,NA,NA,NA,NA,NA
1851,Radeon Vega 2 Athlon Silver 3050U,Unknown,Jun 2023,488,192,NA,NA,NA,NA,NA,NA
1854,Radeon HD 7520G + 7400M Dual,Mobile,Feb 2015,487,280,NA,NA,NA,NA,NA,NA
1853,Radeon R4E,Unknown,Nov 2017,487,366,NA,NA,NA,NA,NA,NA
1855,GeForce GT 625M,Mobile,Feb 2013,485,139,NA,PCIe 2.0 x16,15,625 MHz,NA,2048 MB
1856,Radeon HD 7660G,Unknown,Jun 2012,481,130,NA,NA,NA,NA,NA,NA
1857,Radeon HD 8610G + HD 8600M Dual,Mobile,Dec 2014,481,156,NA,NA,NA,NA,NA,NA
1858,GeForce 820M,Mobile,Jul 2014,480,114,NA,PCIe 2.0 x16,15,954 MHz,NA,2048 MB
Insufficient data,Quadro K500M,Unknown,Jul 2020,480,184,NA,NA,NA,NA,NA,NA
1860,Mobility Radeon HD 5000 Serisi,Unknown,May 2013,479,305,NA,NA,NA,NA,NA,NA
1859,Radeon HD 7670M,Mobile,May 2012,479,86,$629.99*,PCIe 2.1 x16,20,600 MHz,600 MHz,1024 MB
